offer_id,url,title,author,price,old_price,currency,image_url,category,category_id,description,genre,rating,reviews_count,views_count,published_at,availability,is_new,is_popular,is_cheap,feed_group,priority,source,errors
66590,https://rcbooks.com/product/razbitoe-serdce-astrei-ocharovanie-tmy,Аудиокнига СЕКРЕТ НЕБЕС КОЛЛЕДЖ Книга 2 — слушать онлайн на сайте RC Books,,199,,SAPPHIRE,https://rcbooks.com/wp-content/uploads/2026/02/rsa-ocharovanie-tmy_pryamoug18.png,Книги,1,"Откройте карточку книги и посмотрите, станет ли эта история вашей следующей.",,,57,,2026-02-02,true,false,false,false,default,50,auto,
66794,https://rcbooks.com/product/razbitoe-serdce-astrei-ocharovanie-tmy-audio,Аудиокнига СЕКРЕТ НЕБЕС КОЛЛЕДЖ Книга 2 — слушать онлайн на сайте RC Books,,199,,SAPPHIRE,https://rcbooks.com/wp-content/uploads/2026/02/rsa-ocharovanie-tmy_pryamoug18.png,Книги,1,"Откройте карточку книги и посмотрите, станет ли эта история вашей следующей.",,,15,,2026-04-02,true,false,false,false,default,50,auto,
69052,https://rcbooks.com/product/razbitoe-serdcze-astrei-lechebnica,Книга Разбитое Сердце Астреи Лечебница — читать онлайн на сайте RC Books,,199,,SAPPHIRE,https://rcbooks.com/wp-content/uploads/2026/03/rsa_lechebnicza_pryamoug18.png,Книги,1,"Свежая история на RC Books — загляните в карточку и выберите, с чего начать.",,,14,,2026-06-03,true,true,false,false,new,50,auto,
71628,https://rcbooks.com/product/razbitoe-serdcze-astrei-lechebnicza-audio,Книга Разбитое Сердце Астреи Лечебница — читать онлайн на сайте RC Books,,299,,SAPPHIRE,https://rcbooks.com/wp-content/uploads/2026/03/rsa_lechebnicza_pryamoug18.png,Книги,1,"Свежая история на RC Books — загляните в карточку и выберите, с чего начать.",,,4,,2026-05-22,true,true,false,false,new,50,auto,
49724,https://rcbooks.com/product/sekret-nebes-desyaty-krug-audio,Аудиокнига Секрет Небес Десятый Круг Книга 1 — слушать онлайн на сайте RC Books,,299,,SAPPHIRE,https://rcbooks.com/wp-content/uploads/2025/06/sn_desyatyj-krug_pryamoug.jpg,Книги,1,"Откройте карточку книги и посмотрите, станет ли эта история вашей следующей.",,,51,,2025-06-27,true,false,false,false,default,50,auto,
56855,https://rcbooks.com/product/sekret-nebes-desyatyj-krug-audio-kniga-2,Аудиокнига Секрет Небес Десятый Круг Книга 2 — слушать онлайн на сайте RC Books,,299,,SAPPHIRE,https://rcbooks.com/wp-content/uploads/2025/06/sn_desyatyj-krug_pryamoug.jpg,Книги,1,"Откройте карточку книги и посмотрите, станет ли эта история вашей следующей.",,,40,,2025-02-09,true,false,false,false,default,50,auto,
book_sekret-nebes-kolledzh,https://rcbooks.com/product/sekret-nebes-kolledzh,Купить бумажную книгу Секрет Небес Колледж — заказать на сайте RC Books,,1049,,RUB,https://rcbooks.com/wp-content/uploads/2025/12/snk.png,Книги,1,"Откройте карточку книги и посмотрите, станет ли эта история вашей следующей.",,,,,2025-01-12,true,false,false,false,default,50,auto,missing_price
64320,https://rcbooks.com/product/sekret-nebes-kolledzh-full-text,Аудиокнига СЕКРЕТ НЕБЕС КОЛЛЕДЖ Книга 2 — слушать онлайн на сайте RC Books,,199,,SAPPHIRE,https://rcbooks.com/wp-content/uploads/2025/12/kolledzh-kniga.png,Книги,1,"Откройте карточку книги и посмотрите, станет ли эта история вашей следующей.",,,28,,2025-12-17,true,false,false,false,default,50,auto,
1081,https://rcbooks.com/product/sekret-nebes-kolledzh-kniga-1-gl-4-18,Аудиокнига Секрет Небес Колледж Книга 1 — слушать онлайн на сайте RC Books,,399,,SAPPHIRE,https://rcbooks.com/wp-content/uploads/2024/11/kolledzh-pryamoug_kniga1.png,Книги,1,"Откройте карточку книги и посмотрите, станет ли эта история вашей следующей.",,,299,,2024-11-29,true,false,false,false,default,50,auto,
23740,https://rcbooks.com/product/sekret-nebes-kolledzh-kniga-2,Аудиокнига СЕКРЕТ НЕБЕС КОЛЛЕДЖ Книга 2 — слушать онлайн на сайте RC Books,,399,,SAPPHIRE,https://rcbooks.com/wp-content/uploads/2025/02/kolledzh-pryamoug_kniga2.png,Книги,1,"Откройте карточку книги и посмотрите, станет ли эта история вашей следующей.",,,206,,2025-06-02,true,false,false,false,default,50,auto,
